relationship_id,estate_id,broker_id,result_id
245,245,13102,1
246,246,17377,1
247,247,13934,1
248,248,929,1
249,249,18280,1
250,250,3138,1
251,251,5385,1
252,252,18993,1
253,253,2488,1
254,254,11649,1
255,255,3445,1
256,256,15226,1
257,257,11338,1
258,258,11279,1
259,259,7908,1
260,260,5352,1
261,261,9859,1
262,262,2354,1
263,263,2088,1
264,264,17157,1
265,265,3654,1
266,266,9042,1
267,267,7235,1
268,268,17778,1
269,269,3025,1
270,270,5669,1
271,271,14368,1
272,272,6366,1
273,273,11874,1
274,274,16058,1
275,275,7044,1
276,276,12679,1
277,277,798,1
278,278,7783,1
279,279,6710,1
280,280,13205,1
281,281,9381,1
282,282,16557,1
283,283,16935,1
284,284,7005,1
285,285,11382,1
286,286,11348,1
287,287,11002,1
288,288,694,1
289,289,11273,1
290,290,10132,1
291,291,16352,1
292,292,3535,1
293,293,5774,1
294,294,16822,1
295,295,15177,1
296,296,5554,1
297,297,7899,1
298,298,17340,1
299,299,17334,1
300,300,11799,1
301,301,6621,1
302,302,11023,1
303,303,6364,1
304,304,15032,1
305,305,6739,1
306,306,1015,1
307,307,4403,1
308,308,4242,1
309,309,10120,1
310,310,4390,1
311,311,13707,1
312,312,235,1
313,313,19113,1
314,314,3505,1
315,315,10758,1
316,316,17455,1
317,317,10031,1
318,318,2789,1
319,319,7300,1
320,320,13078,1
321,321,3922,1
322,322,3658,1
323,323,2058,1
324,324,6193,1
325,325,1459,1
326,326,16080,1
327,327,2127,1
328,328,2841,1
329,329,14175,1
330,330,4624,1
331,331,18851,1
332,332,18287,1
333,333,11646,1
334,334,13449,1
335,335,5424,1
336,336,4307,1
337,337,17990,1
338,338,12834,1
339,339,18926,1
340,340,10760,1
341,341,15614,1
342,342,18455,1
343,343,2545,1
344,344,6843,1
345,345,3309,1
346,346,2527,1
347,347,4823,1
348,348,7561,1
349,349,8666,1
350,350,17285,1
351,351,5864,1
352,352,10976,1
353,353,16474,1
354,354,18781,1
355,355,16389,1
356,356,8060,1
357,357,13000,1
358,358,10808,1
359,359,471,1
360,360,9854,1
361,361,13365,1
362,362,14239,1
363,363,11805,1
364,364,12325,1
365,365,8434,1
366,366,7118,1
367,367,3505,1
368,368,8072,1
369,369,407,1
370,370,13853,1
371,371,11816,1
372,372,7501,1
373,373,18736,1
374,374,12619,1
375,375,13264,1
376,376,9118,1
377,377,14722,1
378,378,7055,1
379,379,14557,1
380,380,3874,1
381,381,10511,1
382,382,3949,1
383,383,10020,1
384,384,17045,1
385,385,2835,1
386,386,14797,1
387,387,7136,1
388,388,12895,1
389,389,18706,1
390,390,8806,1
391,391,13589,1
392,392,15946,1
393,393,15564,1
394,394,18918,1
395,395,3461,1
396,396,6711,1
397,397,16693,1
398,398,1233,1
399,399,3492,1
400,400,18830,1
401,401,13166,1
402,402,15446,1
403,403,491,1
404,404,12275,1
405,405,11907,1
406,406,15242,1
407,407,531,1
408,408,6323,1
409,409,19111,1
410,410,18454,1
411,411,11796,1
412,412,695,1
413,413,7435,1
414,414,1726,1
415,415,6206,1
416,416,6183,1
417,417,18897,1
418,418,14839,1
419,419,19142,1
420,420,19073,1
421,421,9714,1
422,422,19266,1
423,423,10779,1
424,424,18227,1
425,425,15832,1
426,426,1047,1
427,427,11046,1
428,428,1110,1
429,429,10372,1
430,430,15880,1
431,431,9223,1
432,432,787,1
433,433,12578,1
434,434,7054,1
435,435,1623,1
436,436,1444,1
437,437,5482,1
438,438,6159,1
439,439,2470,1
440,440,6507,1
441,441,17006,1
442,442,17573,1
443,443,2975,1
444,444,12168,1
445,445,18488,1
446,446,5438,1
447,447,3657,1
448,448,15160,1
449,449,14613,1
450,450,11538,1
451,451,8143,1
452,452,9991,1
453,453,1825,1
454,454,12951,1
455,455,14987,1
456,456,12073,1
457,457,10582,1
458,458,11340,1
459,459,8660,1
460,460,18439,1
461,461,10130,1
462,462,7217,1
463,463,5832,1
464,464,18667,1
465,465,698,1
466,466,13820,1
467,467,2667,1
468,468,3685,1
469,469,11212,1
470,470,2322,1
471,471,13767,1
472,472,11599,1
473,473,11098,1
474,474,18125,1
475,475,8941,1
476,476,17986,1
477,477,695,1
478,478,17555,1
479,479,3853,1
480,480,1254,1
481,481,6922,1
482,482,4405,1
483,483,13418,1
484,484,3912,1
485,485,15925,1
486,486,540,1
487,487,16085,1
488,488,2492,1
489,489,11380,1
490,490,10318,1
491,491,6789,1
492,492,17804,1
493,493,3310,1
494,494,11414,1
495,495,11277,1
496,496,11974,1
497,497,14023,1
498,498,16687,1
499,499,380,1
500,500,18152,1
501,501,10746,1
502,502,17817,1
503,503,3658,1
504,504,8513,1
505,505,10457,1
506,506,8474,1
507,507,2469,1
508,508,11888,1
509,509,13551,1
510,510,18187,1
511,511,16936,1
512,512,196,1
513,513,5592,1
514,514,17291,1
515,515,6514,1
516,516,7115,1
517,517,14572,1
518,518,12696,1
519,519,7524,1
520,520,17573,1
521,521,6259,1
522,522,4555,1
523,523,5535,1
524,524,13317,1
525,525,2263,1
526,526,3205,1
527,527,842,1
528,528,2234,1
529,529,8835,1
530,530,18484,1
531,531,7442,1
532,532,7828,1
533,533,1844,1
534,534,12503,1
535,535,12582,1
536,536,537,1
537,537,3814,1
538,538,15854,1
539,539,14554,1
540,540,3600,1
541,541,2949,1
542,542,9904,1
543,543,8090,1
544,544,19193,1
545,545,13562,1
546,546,17954,1
547,547,4735,1
548,548,11206,1
549,549,19302,1
550,550,17283,1
551,551,16581,1
552,552,610,1
553,553,1282,1
554,554,19235,1
555,555,2823,1
556,556,3033,1
557,557,10369,1
558,558,12445,1
559,559,2439,1
560,560,7419,1
561,561,7124,1
562,562,14270,1
563,563,3605,1
564,564,16635,1
565,565,16187,1
566,566,5853,1
567,567,18322,1
568,568,2265,1
569,569,9581,1
570,570,6283,1
571,571,11857,1
572,572,3130,1
573,573,820,1
574,574,6817,1
575,575,999,1
576,576,4632,1
577,577,16432,1
578,578,1566,1
579,579,12146,1
580,580,363,1
581,581,16202,1
582,582,7159,1
583,583,16114,1
584,584,7562,1
585,585,2986,1
586,586,4768,1
587,587,4236,1
588,588,19342,1
589,589,7778,1
590,590,16504,1
591,591,13046,1
592,592,13891,1
593,593,10325,1
594,594,5797,1
595,595,6837,1
596,596,11766,1
597,597,13339,1
598,598,2781,1
599,599,5909,1
600,600,13139,1
601,601,5658,1
602,602,12071,1
603,603,11782,1
604,604,9269,1
605,605,17311,1
606,606,11263,1
607,607,1382,1
608,608,4621,1
609,609,1257,1
610,610,13573,1
611,611,11341,1
612,612,14861,1
613,613,18614,1
614,614,837,1
615,615,10598,1
616,616,14247,1
617,617,14504,1
618,618,634,1
619,619,13815,1
620,620,17593,1
621,621,3520,1
622,622,6619,1
623,623,9396,1
624,624,11506,1
625,625,2606,1
626,626,7124,1
627,627,6870,1
628,628,950,1
629,629,12886,1
630,630,6374,1
631,631,18585,1
632,632,9593,1
633,633,5035,1
634,634,15066,1
635,635,908,1
636,636,5633,1
637,637,17778,1
638,638,17292,1
639,639,8326,1
640,640,1341,1
641,641,17992,1
642,642,19114,1
643,643,16185,1
644,644,14965,1
645,645,10587,1
646,646,1278,1
647,647,9557,1
648,648,3445,1
649,649,7704,1
650,650,9560,1
651,651,7651,1
652,652,14541,1
653,653,1000,1
654,654,7954,1
655,655,7930,1
656,656,11245,1
657,657,15909,1
658,658,7874,1
659,659,7359,1
660,660,5658,1
661,661,3317,1
662,662,18279,1
663,663,6666,1
664,664,413,1
665,665,18818,1
666,666,2640,1
667,667,10937,1
668,668,4430,1
669,669,18148,1
670,670,13083,1
671,671,1652,1
672,672,15162,1
673,673,2755,1
674,674,18908,1
675,675,5333,1
676,676,16963,1
677,677,2066,1
678,678,15917,1
679,679,4218,1
680,680,7949,1
681,681,13281,1
682,682,13029,1
683,683,11415,1
684,684,1066,1
685,685,16588,1
686,686,9295,1
687,687,835,1
688,688,8633,1
689,689,18909,1
690,690,15238,1
691,691,1651,1
692,692,11209,1
693,693,4591,1
694,694,7268,1
695,695,7402,1
696,696,4992,1
697,697,6652,1
698,698,10393,1
699,699,12054,1
700,700,13862,1
701,701,12216,1
702,702,3227,1
703,703,6930,1
704,704,15138,1
705,705,14302,1
706,706,11113,1
707,707,8748,1
708,708,4757,1
709,709,6941,1
710,710,14301,1
711,711,16115,1
712,712,13917,1
713,713,17328,1
714,714,11780,1
715,715,18288,1
716,716,2649,1
717,717,17829,1
718,718,9885,1
719,719,10444,1
720,720,12455,1
721,721,4255,1
722,722,2580,1
723,723,17540,1
724,724,11984,1
725,725,13809,1
726,726,14296,1
727,727,9883,1
728,728,14075,1
729,729,1421,1
730,730,16632,1
731,731,12700,1
732,732,17993,1
733,733,4256,1
734,734,4529,1
735,735,16282,1
736,736,13872,1
737,737,14788,1
738,738,13598,1
739,739,3163,1
740,740,9720,1
741,741,7212,1
742,742,6795,1
743,743,19361,1
744,744,16716,1
745,745,12492,1
746,746,16962,1
747,747,6238,1
748,748,10742,1
749,749,18177,1
750,750,6929,1
751,751,13674,1
752,752,16745,1
753,753,15708,1
754,754,2396,1
755,755,1809,1
756,756,1357,1
757,757,6198,1
758,758,16589,1
759,759,7441,1
760,760,12018,1
761,761,3901,1
762,762,15601,1
763,763,10728,1
764,764,3024,1
765,765,15624,1
766,766,11081,1
767,767,3414,1
768,768,16559,1
769,769,6687,1
770,770,2763,1
771,771,8238,1
772,772,14386,1
773,773,1574,1
774,774,6671,1
775,775,1055,1
776,776,10338,1
777,777,11101,1
778,778,18882,1
779,779,2532,1
780,780,4022,1
781,781,13742,1
782,782,10095,1
783,783,2194,1
784,784,1957,1
785,785,12874,1
786,786,11151,1
787,787,13624,1
788,788,1861,1
789,789,12777,1
790,790,6703,1
791,791,17903,1
792,792,12433,1
793,793,13535,1
794,794,16443,1
795,795,3534,1
796,796,16065,1
797,797,6379,1
798,798,6476,1
799,799,19142,1
800,800,7249,1
801,801,1190,1
802,802,7501,1
803,803,4946,1
804,804,17004,1
805,805,16571,1
806,806,18247,1
807,807,7961,1
808,808,13864,1
809,809,8023,1
810,810,16229,1
811,811,14624,1
812,812,12834,1
813,813,4192,1
814,814,1656,1
815,815,12296,1
816,816,5468,1
817,817,14337,1
818,818,2019,1
819,819,1050,1
820,820,16132,1
821,821,3360,1
822,822,3230,1
823,823,11836,1
824,824,2312,1
825,825,17101,1
826,826,7470,1
827,827,16465,1
828,828,12605,1
829,829,16857,1
830,830,13892,1
831,831,3358,1
832,832,13372,1
833,833,14406,1
834,834,9786,1
835,835,7295,1
836,836,5750,1
837,837,10908,1
838,838,15168,1
839,839,14720,1
840,840,13557,1
841,841,16611,1
842,842,7817,1
843,843,9495,1
844,844,352,1
845,845,2146,1
846,846,9884,1
847,847,562,1
848,848,5034,1
849,849,14217,1
850,850,2665,1
851,851,13492,1
852,852,17414,1
853,853,16030,1
854,854,12666,1
855,855,8907,1
856,856,12511,1
857,857,13564,1
858,858,3252,1
859,859,14178,1
860,860,8317,1
861,861,11618,1
862,862,2405,1
863,863,11176,1
864,864,9168,1
865,865,4400,1
866,866,13793,1
867,867,17551,1
868,868,4830,1
869,869,7912,1
870,870,11351,1
871,871,8168,1
872,872,10295,1
873,873,11749,1
874,874,13389,1
875,875,9974,1
876,876,595,1
877,877,12960,1
878,878,1169,1
879,879,18741,1
880,880,15905,1
881,881,3624,1
882,882,13758,1
883,883,18027,1
884,884,6601,1
885,885,17170,1
886,886,3807,1
887,887,8022,1
888,888,18232,1
889,889,17420,1
890,890,17792,1
891,891,17382,1
892,892,2178,1
893,893,19349,1
894,894,8716,1
895,895,17381,1
896,896,12261,1
897,897,11174,1
898,898,12077,1
899,899,208,1
900,900,18647,1
901,901,12252,1
902,902,12309,1
903,903,14846,1
904,904,9994,1
905,905,11042,1
906,906,6436,1
907,907,5128,1
908,908,4187,1
909,909,3961,1
910,910,9541,1
911,911,7560,1
912,912,2339,1
913,913,10655,1
914,914,11885,1
915,915,3027,1
916,916,9043,1
917,917,7800,1
918,918,1260,1
919,919,6874,1
920,920,18539,1
921,921,8305,1
922,922,14396,1
923,923,16600,1
924,924,16399,1
925,925,2690,1
926,926,15594,1
927,927,8440,1
928,928,12178,1
929,929,765,1
930,930,13971,1
931,931,6439,1
932,932,4911,1
933,933,178,1
934,934,13766,1
935,935,10096,1
936,936,9852,1
937,937,3881,1
938,938,17659,1
939,939,3727,1
940,940,772,1
941,941,5499,1
942,942,18475,1
943,943,14813,1
944,944,1799,1
945,945,3452,1
946,946,14306,1
947,947,8353,1
948,948,8114,1
949,949,18675,1
950,950,4665,1
951,951,988,1
952,952,5865,1
953,953,1307,1
954,954,2481,1
955,955,8261,1
956,956,10661,1
957,957,19310,1
958,958,13969,1
959,959,16415,1
960,960,2485,1
961,961,18799,1
962,962,3382,1
963,963,5327,1
964,964,14902,1
965,965,16447,1
966,966,14504,1
967,967,19289,1
968,968,3411,1
969,969,4517,1
970,970,12302,1
971,971,12271,1
972,972,7850,1
973,973,15716,1
974,974,12577,1
975,975,13926,1
976,976,3049,1
977,977,810,1
978,978,12079,1
979,979,9923,1
980,980,12899,1
981,981,9126,1
982,982,16589,1
983,983,13944,1
984,984,10635,1
985,985,13930,1
986,986,14061,1
987,987,16150,1
988,988,10974,1
989,989,8648,1
990,990,18742,1
991,991,8563,1
992,992,6754,1
993,993,4446,1
994,994,5092,1
995,995,12008,1
996,996,8257,1
997,997,4232,1
998,998,9625,1
999,999,8791,1
1000,1000,15985,1
1001,1001,2327,1
1002,1002,9917,1
1003,1003,14515,1
1004,1004,4875,1
1005,1005,5234,1
1006,1006,6243,1
1007,1007,5097,1
1008,1008,7008,1
1009,1009,11384,1
1010,1010,356,1
1011,1011,3560,1
1012,1012,9045,1
1013,1013,18153,1
1014,1014,3838,1
1015,1015,1687,1
1016,1016,12164,1
1017,1017,2586,1
1018,1018,12488,1
1019,1019,11538,1
1020,1020,17538,1
1021,1021,987,1
1022,1022,9000,1
1023,1023,12946,1
1024,1024,18879,1
1025,1025,12864,1
1026,1026,10646,1
1027,1027,387,1
1028,1028,1655,1
1029,1029,10808,1
1030,1030,9219,1
1031,1031,6702,1
1032,1032,8246,1
1033,1033,2733,1
1034,1034,2780,1
1035,1035,4626,1
1036,1036,10356,1
1037,1037,49,1
1038,1038,4411,1
1039,1039,6774,1
1040,1040,1984,1
1041,1041,1935,1
1042,1042,8457,1
1043,1043,6348,1
1044,1044,12118,1
1045,1045,7402,1
1046,1046,16327,1
1047,1047,7856,1
1048,1048,5844,1
1049,1049,1692,1
1050,1050,7795,1
1051,1051,4509,1
1052,1052,482,1
1053,1053,11810,1
1054,1054,9345,1
1055,1055,5135,1
1056,1056,7284,1
1057,1057,7306,1
1058,1058,10673,1
1059,1059,7488,1
1060,1060,1466,1
1061,1061,13931,1
1062,1062,19115,1
1063,1063,6582,1
1064,1064,248,1
1065,1065,15210,1
1066,1066,401,1
1067,1067,10308,1
1068,1068,16287,1
1069,1069,17283,1
1070,1070,18955,1
1071,1071,3231,1
1072,1072,17049,1
1073,1073,13376,1
1074,1074,17737,1
1075,1075,2956,1
1076,1076,251,1
1077,1077,13761,1
1078,1078,13452,1
1079,1079,212,1
1080,1080,4387,1
1081,1081,13151,1
1082,1082,3230,1
1083,1083,18616,1
1084,1084,15854,1
1085,1085,88,1
1086,1086,18904,1
1087,1087,7588,1
1088,1088,10156,1
1089,1089,14728,1
1090,1090,6729,1
1091,1091,4903,1
1092,1092,11927,1
1093,1093,512,1
1094,1094,2914,1
1095,1095,10048,1
1096,1096,6748,1
1097,1097,5094,1
1098,1098,3751,1
1099,1099,10756,1
1100,1100,7845,1
1101,1101,7257,1
1102,1102,10162,1
1103,1103,5397,1
1104,1104,8450,1
1105,1105,14809,1
1106,1106,12800,1
1107,1107,12001,1
1108,1108,7738,1
1109,1109,14522,1
1110,1110,16325,1
1111,1111,17425,1
1112,1112,4085,1
1113,1113,8171,1
1114,1114,5390,1
1115,1115,15360,1
1116,1116,16071,1
1117,1117,4240,1
1118,1118,18315,1
1119,1119,15075,1
1120,1120,5630,1
1121,1121,8217,1
1122,1122,16145,1
1123,1123,4563,1
1124,1124,1616,1
1125,1125,11652,1
1126,1126,18634,1
1127,1127,7832,1
1128,1128,1612,1
1129,1129,17809,1
1130,1130,14953,1
1131,1131,4847,1
1132,1132,14827,1
1133,1133,866,1
1134,1134,14904,1
1135,1135,16427,1
1136,1136,11464,1
1137,1137,7408,1
1138,1138,131,1
1139,1139,4689,1
1140,1140,677,1
1141,1141,6549,1
1142,1142,13956,1
1143,1143,18881,1
1144,1144,8140,1
1145,1145,4944,1
1146,1146,4362,1
1147,1147,13049,1
1148,1148,5748,1
1149,1149,7000,1
1150,1150,18552,1
1151,1151,13657,1
1152,1152,7407,1
1153,1153,10603,1
1154,1154,1016,1
1155,1155,15102,1
1156,1156,4526,1
1157,1157,12187,1
1158,1158,9741,1
1159,1159,14485,1
1160,1160,5179,1
1161,1161,14799,1
1162,1162,11967,1
1163,1163,1248,1
1164,1164,8761,1
1165,1165,3594,1
1166,1166,12772,1
1167,1167,9805,1
1168,1168,1267,1
1169,1169,9517,1
1170,1170,10757,1
1171,1171,10892,1
1172,1172,4599,1
1173,1173,15634,1
1174,1174,4975,1
1175,1175,3302,1
1176,1176,11328,1
1177,1177,7067,1
1178,1178,1635,1
1179,1179,18030,1
1180,1180,3643,1
1181,1181,10998,1
1182,1182,16358,1
1183,1183,5436,1
1184,1184,11128,1
1185,1185,2372,1
1186,1186,5832,1
1187,1187,17220,1
1188,1188,15558,1
1189,1189,16395,1
1190,1190,4782,1
1191,1191,3684,1
1192,1192,745,1
1193,1193,3338,1
1194,1194,18964,1
1195,1195,10215,1
1196,1196,2850,1
1197,1197,1125,1
1198,1198,13463,1
1199,1199,13142,1
1200,1200,2877,1
1201,1201,8575,1
1202,1202,18404,1
1203,1203,11129,1
1204,1204,19297,1
1205,1205,6660,1
1206,1206,16294,1
1207,1207,15750,1
1208,1208,10391,1
1209,1209,15085,1
1210,1210,17628,1
1211,1211,8674,1
1212,1212,1925,1
1213,1213,7036,1
1214,1214,2676,1
1215,1215,3329,1
1216,1216,6076,1
1217,1217,13069,1
1218,1218,16958,1
1219,1219,17584,1
1220,1220,8171,1
1221,1221,1771,1
1222,1222,5861,1
1223,1223,1217,1
1224,1224,7660,1
1225,1225,5298,1
1226,1226,19076,1
1227,1227,13360,1
1228,1228,6602,1
1229,1229,10076,1
1230,1230,7439,1
1231,1231,12911,1
1232,1232,6881,1
1233,1233,12809,1
1234,1234,6195,1
1235,1235,1023,1
1236,1236,12031,1
1237,1237,8307,1
1238,1238,6900,1
1239,1239,2971,1
1240,1240,19275,1
1241,1241,4664,1
1242,1242,16842,1
1243,1243,4344,1
1244,1244,12589,1
1245,1245,7651,1
1246,1246,19160,1
1247,1247,15181,1
1248,1248,18042,1
1249,1249,7188,1
1250,1250,1626,1
1251,1251,7660,1
1252,1252,11340,1
1253,1253,4282,1
1254,1254,2926,1
1255,1255,1359,1
1256,1256,19293,1
1257,1257,18347,1
1258,1258,17683,1
1259,1259,2187,1
1260,1260,18895,1
1261,1261,9161,1
1262,1262,5889,1
1263,1263,13172,1
1264,1264,4725,1
1265,1265,14721,1
1266,1266,19085,1
1267,1267,13055,1
1268,1268,19153,1
1269,1269,9710,1
1270,1270,181,1
1271,1271,16926,1
1272,1272,14435,1
1273,1273,740,1
1274,1274,584,1
1275,1275,2966,1
1276,1276,14783,1
1277,1277,13313,1
1278,1278,8675,1
1279,1279,10575,1
1280,1280,9249,1
1281,1281,11266,1
1282,1282,1369,1
1283,1283,4759,1
1284,1284,19305,1
1285,1285,11293,1
1286,1286,8689,1
1287,1287,11205,1
1288,1288,17677,1
1289,1289,9132,1
1290,1290,128,1
1291,1291,8656,1
1292,1292,13757,1
1293,1293,18832,1
1294,1294,2140,1
1295,1295,14783,1
1296,1296,5383,1
1297,1297,11839,1
1298,1298,6042,1
1299,1299,10788,1
1300,1300,11325,1
1301,1301,18713,1
1302,1302,2115,1
1303,1303,10529,1
1304,1304,720,1
1305,1305,13829,1
1306,1306,4977,1
1307,1307,15902,1
1308,1308,6653,1
1309,1309,11670,1
1310,1310,1844,1
1311,1311,6669,1
1312,1312,1859,1
1313,1313,12472,1
1314,1314,17839,1
1315,1315,18712,1
1316,1316,8811,1
1317,1317,14106,1
1318,1318,7568,1
1319,1319,16554,1
1320,1320,14352,1
1321,1321,19088,1
1322,1322,42,1
1323,1323,18926,1
1324,1324,7475,1
1325,1325,6311,1
1326,1326,7258,1
1327,1327,4426,1
1328,1328,1057,1
1329,1329,17018,1
1330,1330,4286,1
1331,1331,18244,1
1332,1332,13765,1
1333,1333,3582,1
1334,1334,7392,1
1335,1335,6889,1
1336,1336,3799,1
1337,1337,1483,1
1338,1338,2777,1
1339,1339,7275,1
1340,1340,6528,1
1341,1341,10004,1
1342,1342,9816,1
1343,1343,986,1
1344,1344,12453,1
1345,1345,16649,1
1346,1346,6636,1
1347,1347,5475,1
1348,1348,10894,1
1349,1349,9934,1
1350,1350,16222,1
1351,1351,13873,1
1352,1352,826,1
1353,1353,8748,1
1354,1354,1117,1
1355,1355,8371,1
1356,1356,4651,1
1357,1357,9559,1
1358,1358,10517,1
1359,1359,15889,1
1360,1360,6999,1
1361,1361,3375,1
1362,1362,18669,1
1363,1363,6280,1
1364,1364,8734,1
1365,1365,4291,1
1366,1366,11670,1
1367,1367,2207,1
1368,1368,7903,1
1369,1369,18521,1
1370,1370,9722,1
1371,1371,1658,1
1372,1372,392,1
1373,1373,8930,1
1374,1374,11854,1
1375,1375,16725,1
1376,1376,14164,1
1377,1377,1252,1
1378,1378,2583,1
1379,1379,4745,1
1380,1380,18574,1
1381,1381,18615,1
1382,1382,2239,1
1383,1383,8544,1
1384,1384,17747,1
1385,1385,7789,1
1386,1386,10842,1
1387,1387,13176,1
1388,1388,7722,1
1389,1389,14128,1
1390,1390,16190,1
1391,1391,18480,1
1392,1392,17949,1
1393,1393,13477,1
1394,1394,6740,1
1395,1395,7012,1
1396,1396,17759,1
1397,1397,6914,1
1398,1398,14036,1
1399,1399,15960,1
1400,1400,10818,1
1401,1401,6369,1
1402,1402,4229,1
1403,1403,7113,1
1404,1404,5973,1
1405,1405,13555,1
1406,1406,5057,1
1407,1407,15585,1
1408,1408,10175,1
1409,1409,7699,1
1410,1410,9306,1
1411,1411,4022,1
1412,1412,2011,1
1413,1413,16207,1
1414,1414,7851,1
1415,1415,10708,1
1416,1416,6460,1
1417,1417,17199,1
1418,1418,10648,1
1419,1419,8532,1
1420,1420,971,1
1421,1421,12239,1
1422,1422,18779,1
1423,1423,3237,1
1424,1424,10786,1
1425,1425,3020,1
1426,1426,17696,1
1427,1427,5488,1
1428,1428,18849,1
1429,1429,8502,1
1430,1430,7107,1
1431,1431,4658,1
1432,1432,5040,1
1433,1433,4556,1
1434,1434,19321,1
1435,1435,17354,1
1436,1436,10874,1
1437,1437,2499,1
1438,1438,2894,1
1439,1439,7494,1
1440,1440,3857,1
1441,1441,6250,1
1442,1442,2617,1
1443,1443,4765,1
1444,1444,13862,1
1445,1445,4822,1
1446,1446,2319,1
1447,1447,1327,1
1448,1448,2772,1
1449,1449,18551,1
1450,1450,9805,1
1451,1451,11793,1
1452,1452,8987,1
1453,1453,11319,1
1454,1454,7779,1
1455,1455,7095,1
1456,1456,13382,1
1457,1457,19233,1
