relationship_id,estate_id,broker_id,result_id
331,331,4897,1
332,332,14493,2
333,333,7405,2
334,334,9873,1
335,335,16385,1
336,336,1064,1
337,337,12523,2
338,338,3445,1
339,339,580,2
340,340,17624,2
341,341,2385,1
342,342,5702,1
343,343,3315,2
344,344,1638,1
345,345,14838,1
346,346,6823,1
347,347,15998,1
348,348,13234,2
349,349,15882,1
350,350,4522,1
351,351,12235,1
352,352,8841,1
353,353,16313,1
354,354,8739,1
355,355,7310,1
356,356,18941,2
357,357,18584,2
358,358,1922,2
359,359,19320,1
360,360,8663,2
361,361,5027,2
362,362,19227,1
363,363,17791,1
364,364,2080,2
365,365,17298,1
366,366,6898,1
367,367,13639,1
368,368,10538,2
369,369,5532,2
370,370,2397,2
371,371,15935,2
372,372,14427,2
373,373,2965,2
374,374,16892,2
375,375,4194,1
376,376,8793,1
377,377,2390,2
378,378,3977,2
379,379,10079,1
380,380,2582,2
381,381,10613,2
382,382,14543,1
383,383,13088,2
384,384,11208,1
385,385,6544,1
386,386,16542,2
387,387,12570,2
388,388,18320,1
389,389,7474,2
390,390,14297,1
391,391,1280,1
392,392,3269,2
393,393,10314,1
394,394,3449,2
395,395,4066,1
396,396,10070,2
397,397,14803,1
398,398,9750,1
399,399,12274,2
400,400,4775,2
401,401,15432,1
402,402,10893,2
403,403,7437,1
404,404,14011,2
405,405,13132,2
406,406,17103,2
407,407,3000,1
408,408,8872,2
409,409,10591,2
410,410,19318,2
411,411,4579,2
412,412,6190,1
413,413,3824,1
414,414,17467,2
415,415,8273,1
416,416,18025,2
417,417,7445,1
418,418,3703,1
419,419,16064,1
420,420,6151,2
421,421,10934,2
422,422,18950,1
423,423,17904,1
424,424,9538,2
425,425,4,1
426,426,11912,1
427,427,3800,2
428,428,151,2
429,429,10820,1
430,430,17626,2
431,431,7278,1
432,432,6523,1
433,433,9402,1
434,434,11762,2
435,435,14974,2
436,436,18987,1
437,437,125,1
438,438,465,2
439,439,18073,1
440,440,2452,1
441,441,11368,2
442,442,10943,2
443,443,12619,2
444,444,15593,2
445,445,11363,1
446,446,10192,1
447,447,13859,2
448,448,15622,1
449,449,14626,1
450,450,13068,2
451,451,9769,1
452,452,13066,1
453,453,13401,1
454,454,15688,1
455,455,7196,1
456,456,3939,2
457,457,8543,1
458,458,3829,2
459,459,7560,2
460,460,7012,2
461,461,16931,1
462,462,17155,1
463,463,13237,1
464,464,14264,2
465,465,18231,2
466,466,12542,1
467,467,18251,1
468,468,18344,1
469,469,12646,2
470,470,4308,2
471,471,14672,2
472,472,11678,2
473,473,4060,1
474,474,8374,2
475,475,398,2
476,476,672,1
477,477,3494,1
478,478,11802,1
479,479,12877,2
480,480,18559,2
481,481,397,2
482,482,19145,2
483,483,6274,2
484,484,4205,2
485,485,13988,2
486,486,5520,2
487,487,7704,1
488,488,4670,1
489,489,5598,2
490,490,15845,2
491,491,14487,2
492,492,17954,1
493,493,12511,2
494,494,2865,2
495,495,3458,1
496,496,17246,2
497,497,13890,1
498,498,14877,1
499,499,3018,1
500,500,11108,1
501,501,2974,1
502,502,1507,2
503,503,8081,1
504,504,8032,2
505,505,2149,2
506,506,7057,1
507,507,5989,2
508,508,8953,2
509,509,4180,1
510,510,9433,1
511,511,1809,2
512,512,2684,1
513,513,8967,1
514,514,16340,2
515,515,14460,2
516,516,2202,1
517,517,6304,2
518,518,16463,2
519,519,3864,2
520,520,13419,1
521,521,13152,1
522,522,9653,2
523,523,11406,1
524,524,16920,2
525,525,18087,1
526,526,15041,1
527,527,7797,2
528,528,13335,1
529,529,16496,1
530,530,9228,1
531,531,17862,2
532,532,14797,1
533,533,11493,1
534,534,1881,2
535,535,9044,1
536,536,16173,2
537,537,14273,2
538,538,18502,2
539,539,14109,1
540,540,10782,2
541,541,3838,2
542,542,19300,2
543,543,3523,2
544,544,10897,1
545,545,15996,1
546,546,6225,2
547,547,12590,1
548,548,9890,2
549,549,10619,1
550,550,18769,1
551,551,14735,2
552,552,10020,2
553,553,3918,1
554,554,2727,1
555,555,6844,1
556,556,12851,2
557,557,8953,2
558,558,3170,1
559,559,14413,2
560,560,15045,1
561,561,15420,1
562,562,6643,2
563,563,4283,1
564,564,11868,2
565,565,3293,1
566,566,7412,1
567,567,8846,1
568,568,16344,2
569,569,6654,1
570,570,12425,2
571,571,14025,1
572,572,15372,1
573,573,15512,2
574,574,6007,2
575,575,11483,1
576,576,11880,2
577,577,8321,2
578,578,18105,2
579,579,11820,2
580,580,16343,2
581,581,11326,2
582,582,19052,1
583,583,3441,2
584,584,14688,2
585,585,6694,2
586,586,8351,2
587,587,2925,1
588,588,11525,2
589,589,13929,2
590,590,10666,2
591,591,5267,1
592,592,8892,1
593,593,4292,2
594,594,17849,1
595,595,114,1
596,596,6641,1
597,597,15328,1
598,598,9347,1
599,599,15965,1
600,600,19251,1
601,601,9419,2
602,602,738,1
603,603,5615,2
604,604,1603,1
605,605,4952,1
606,606,12444,2
607,607,17368,2
608,608,10235,2
609,609,17336,2
610,610,6299,1
611,611,12202,1
612,612,10511,2
613,613,17135,1
614,614,12173,2
615,615,15385,1
616,616,7927,2
617,617,9972,2
618,618,4091,1
619,619,4869,1
620,620,14936,1
621,621,14428,1
622,622,3449,1
623,623,5731,2
624,624,15968,1
625,625,4943,1
626,626,5758,2
627,627,5489,2
628,628,4678,2
629,629,970,1
630,630,9924,1
631,631,9073,1
632,632,8789,2
633,633,13421,1
634,634,16964,2
635,635,11233,1
636,636,1212,2
637,637,13308,1
638,638,14245,1
639,639,319,2
640,640,6070,2
641,641,5681,1
642,642,6850,1
643,643,16041,2
644,644,3331,2
645,645,15520,1
646,646,10915,2
647,647,8158,2
648,648,17725,1
649,649,17503,1
650,650,8388,2
651,651,7445,2
652,652,6040,1
653,653,14917,1
654,654,4716,2
655,655,12745,2
656,656,1273,2
657,657,19204,1
658,658,8485,2
659,659,15817,1
660,660,12470,2
661,661,2663,2
662,662,5262,1
663,663,10637,1
664,664,13596,1
665,665,13088,2
666,666,17392,1
667,667,10555,2
668,668,18434,1
669,669,6362,1
670,670,4020,2
671,671,1742,1
672,672,1835,1
673,673,2730,1
674,674,1022,1
675,675,16735,2
676,676,18496,1
677,677,3102,2
678,678,2639,1
679,679,11850,2
680,680,17430,1
681,681,15318,2
682,682,5885,2
683,683,1104,1
684,684,16077,2
685,685,5112,1
686,686,17146,2
687,687,13223,2
688,688,5128,2
689,689,7146,1
690,690,9332,2
691,691,9572,1
692,692,12987,2
693,693,575,1
694,694,16805,2
695,695,18779,2
696,696,1923,2
697,697,7114,1
698,698,18451,2
699,699,7377,1
700,700,15295,1
701,701,6508,2
702,702,14466,2
703,703,15670,2
704,704,13431,1
705,705,11699,2
706,706,3599,1
707,707,13042,1
708,708,1520,2
709,709,18925,2
710,710,9705,1
711,711,100,2
712,712,4353,1
713,713,10128,1
714,714,9947,2
715,715,14528,2
716,716,12047,2
717,717,12437,1
718,718,10215,1
719,719,524,1
720,720,301,2
721,721,15478,1
722,722,17325,1
723,723,9668,1
724,724,17198,1
725,725,6640,1
726,726,10765,1
727,727,15399,2
728,728,4333,1
729,729,13233,1
730,730,14278,1
731,731,1091,2
732,732,719,1
733,733,5179,2
734,734,17067,2
735,735,6080,1
736,736,12,1
737,737,6533,2
738,738,13351,1
739,739,17762,2
740,740,14179,1
741,741,14110,2
742,742,2576,2
743,743,376,1
744,744,17942,1
745,745,7312,1
746,746,17961,1
747,747,2276,2
748,748,15155,1
749,749,12749,1
750,750,2379,2
751,751,6536,1
752,752,4383,1
753,753,7479,2
754,754,18034,1
755,755,12677,2
756,756,2222,1
757,757,10169,2
758,758,13257,1
759,759,17336,2
760,760,12055,1
761,761,8413,2
762,762,13810,1
763,763,3206,1
764,764,2897,1
765,765,5305,1
766,766,15067,2
767,767,17252,2
768,768,11249,1
769,769,1573,1
770,770,14423,1
771,771,16644,2
772,772,10320,1
773,773,7729,2
774,774,385,2
775,775,10123,2
776,776,7493,2
777,777,5960,2
778,778,3436,1
779,779,15242,2
780,780,16909,1
781,781,9994,1
782,782,4229,1
783,783,8381,1
784,784,11346,1
785,785,4946,2
786,786,9366,2
787,787,8097,2
788,788,2993,1
789,789,11233,1
790,790,11251,1
791,791,1281,1
792,792,14713,1
793,793,10632,1
794,794,13068,1
795,795,4518,1
796,796,5441,2
797,797,2431,1
798,798,1820,1
799,799,7017,1
800,800,6459,1
801,801,15971,1
802,802,13287,2
803,803,17023,1
804,804,18999,2
805,805,7252,1
806,806,14652,1
807,807,18892,1
808,808,17673,2
809,809,9780,1
810,810,12853,1
811,811,13022,1
812,812,10956,1
813,813,6269,2
814,814,10302,2
815,815,2899,2
816,816,5000,1
817,817,11832,1
818,818,9364,2
819,819,2236,2
820,820,18281,2
821,821,7410,2
822,822,15367,1
823,823,15869,1
824,824,766,1
825,825,5230,2
826,826,2301,2
827,827,13116,1
828,828,17609,2
829,829,12013,2
830,830,2494,1
831,831,17757,2
832,832,18003,1
833,833,1467,1
834,834,3225,1
835,835,4873,1
836,836,10920,1
837,837,9272,2
838,838,1986,2
839,839,15133,2
840,840,11282,1
841,841,19021,2
842,842,15780,2
843,843,15588,2
844,844,9116,2
845,845,1410,1
846,846,10904,2
847,847,8362,1
848,848,4245,2
849,849,15259,2
850,850,9624,1
851,851,1428,1
852,852,3175,1
853,853,17197,1
854,854,16334,1
855,855,3699,1
856,856,17830,1
857,857,953,2
858,858,13913,2
859,859,12548,1
860,860,4139,1
861,861,6391,2
862,862,11655,1
863,863,11340,1
864,864,12060,2
865,865,269,1
866,866,15802,2
867,867,3920,1
868,868,9098,2
869,869,14324,1
870,870,17616,1
871,871,428,1
872,872,14197,1
873,873,10040,2
874,874,8338,1
875,875,4105,1
876,876,16061,1
877,877,18975,1
878,878,17332,2
879,879,9277,1
880,880,15311,2
881,881,6594,1
882,882,1236,1
883,883,5843,2
884,884,10482,1
885,885,7202,1
886,886,13131,1
887,887,13106,1
888,888,12751,2
889,889,16441,2
890,890,10234,1
891,891,5324,2
892,892,13142,2
893,893,6117,1
894,894,5129,2
895,895,13024,1
896,896,3922,1
897,897,4396,1
898,898,15537,1
899,899,9326,2
900,900,16703,2
901,901,7397,2
902,902,5221,2
903,903,13588,1
904,904,4915,1
905,905,11786,2
906,906,17771,1
907,907,849,2
908,908,2681,2
909,909,1520,1
910,910,5752,1
911,911,3498,1
912,912,1601,2
913,913,12876,2
914,914,18092,1
915,915,3248,2
916,916,17521,1
917,917,5443,2
918,918,4074,2
919,919,4322,2
920,920,17093,1
921,921,15336,1
922,922,5274,1
923,923,14408,2
924,924,6944,2
925,925,13216,1
926,926,10816,1
927,927,6618,2
928,928,1403,1
929,929,3237,1
930,930,3735,2
931,931,1881,2
932,932,9646,2
933,933,382,2
934,934,13676,1
935,935,1971,2
936,936,13678,2
937,937,2464,1
938,938,13094,2
939,939,11351,1
940,940,18360,2
941,941,13486,1
942,942,5666,1
943,943,7040,2
944,944,7445,1
945,945,15548,1
946,946,557,2
947,947,6704,2
948,948,1702,2
949,949,3304,2
950,950,16015,2
951,951,1042,2
952,952,13140,2
953,953,6595,2
954,954,11174,1
955,955,70,1
956,956,646,1
957,957,9869,1
958,958,14906,1
959,959,13336,2
960,960,17251,2
961,961,5261,1
962,962,6853,2
963,963,12244,1
964,964,8914,1
965,965,13766,2
966,966,944,1
967,967,4422,2
968,968,6873,1
969,969,1341,1
970,970,18846,1
971,971,4267,1
972,972,8957,1
973,973,3416,2
974,974,19311,1
975,975,8803,2
976,976,15855,2
977,977,11224,2
978,978,8365,2
979,979,3474,2
980,980,6435,2
981,981,5193,2
982,982,4380,1
983,983,9855,1
984,984,13418,2
985,985,3322,2
986,986,6211,1
987,987,14268,2
988,988,11458,2
989,989,10229,1
990,990,19352,2
991,991,3864,2
992,992,13271,2
993,993,3176,1
994,994,14858,2
995,995,8041,1
996,996,9270,1
997,997,18107,1
998,998,8087,1
999,999,17578,2
1000,1000,13617,1
1001,1001,14747,1
1002,1002,5442,1
1003,1003,5805,1
1004,1004,12426,1
1005,1005,15634,2
1006,1006,6501,1
1007,1007,3242,2
1008,1008,6745,2
1009,1009,2132,1
1010,1010,4146,2
1011,1011,9307,1
1012,1012,18740,2
1013,1013,654,2
1014,1014,4730,2
1015,1015,9152,1
1016,1016,5730,1
1017,1017,14610,2
1018,1018,11144,2
1019,1019,7052,1
1020,1020,9814,2
1021,1021,10616,2
1022,1022,19108,1
1023,1023,2487,1
1024,1024,3248,2
1025,1025,14699,2
1026,1026,18292,1
1027,1027,14719,1
1028,1028,13091,2
1029,1029,5057,2
1030,1030,10452,1
1031,1031,9880,1
1032,1032,7788,1
1033,1033,4365,1
1034,1034,11344,2
1035,1035,16605,1
1036,1036,8291,1
1037,1037,10555,1
1038,1038,9569,2
1039,1039,10147,1
1040,1040,7597,1
1041,1041,13689,1
1042,1042,18586,1
1043,1043,9835,1
1044,1044,11512,2
1045,1045,10627,1
1046,1046,965,2
1047,1047,66,1
1048,1048,15849,1
1049,1049,14262,1
1050,1050,10439,1
1051,1051,8121,2
1052,1052,11973,1
1053,1053,15947,2
1054,1054,7761,1
1055,1055,14560,1
1056,1056,9776,1
1057,1057,9761,2
1058,1058,10006,1
1059,1059,5452,1
1060,1060,7885,2
1061,1061,5761,1
1062,1062,12305,1
1063,1063,11267,2
1064,1064,1629,1
1065,1065,635,1
1066,1066,16845,2
1067,1067,1837,1
1068,1068,18959,2
1069,1069,7017,1
1070,1070,16730,2
1071,1071,3997,2
1072,1072,4043,2
1073,1073,9133,2
1074,1074,14590,2
1075,1075,1267,1
1076,1076,10448,1
1077,1077,18075,1
1078,1078,3925,2
1079,1079,1634,1
1080,1080,17059,1
1081,1081,10128,1
1082,1082,3554,2
1083,1083,12503,1
1084,1084,13327,1
1085,1085,10029,1
1086,1086,5340,2
1087,1087,13326,1
1088,1088,8484,2
1089,1089,12516,1
1090,1090,3839,1
1091,1091,11618,2
1092,1092,12861,2
1093,1093,14960,2
1094,1094,12702,1
1095,1095,6474,2
1096,1096,675,2
1097,1097,4805,2
1098,1098,12496,2
1099,1099,11314,1
1100,1100,11972,1
1101,1101,2277,2
1102,1102,5671,2
1103,1103,10382,1
1104,1104,4952,1
1105,1105,15397,1
1106,1106,5843,2
1107,1107,890,1
1108,1108,10444,1
1109,1109,5742,2
1110,1110,13695,2
1111,1111,7119,2
1112,1112,15490,1
1113,1113,18896,1
1114,1114,5221,1
1115,1115,2072,1
1116,1116,17185,1
1117,1117,7088,2
1118,1118,4883,1
1119,1119,12338,2
1120,1120,1782,2
1121,1121,15418,2
1122,1122,7088,2
1123,1123,13281,2
1124,1124,3570,2
1125,1125,7604,1
1126,1126,10233,2
1127,1127,14642,1
1128,1128,15555,2
1129,1129,2822,2
1130,1130,223,1
1131,1131,2078,1
1132,1132,438,1
1133,1133,15936,1
1134,1134,1478,2
1135,1135,743,2
1136,1136,10527,2
1137,1137,11665,1
1138,1138,3698,1
1139,1139,10610,2
1140,1140,7699,2
1141,1141,4719,2
1142,1142,3548,2
1143,1143,3802,1
1144,1144,12464,2
1145,1145,3867,2
1146,1146,14380,2
1147,1147,14866,2
1148,1148,1186,2
1149,1149,1201,1
1150,1150,14085,2
1151,1151,12668,2
1152,1152,14421,1
1153,1153,5595,1
1154,1154,13579,2
1155,1155,6613,2
1156,1156,14220,1
1157,1157,9794,2
1158,1158,4741,1
1159,1159,1652,2
1160,1160,8364,2
1161,1161,10534,1
1162,1162,3667,2
1163,1163,16994,1
1164,1164,14532,1
1165,1165,15890,2
1166,1166,5325,2
1167,1167,9107,1
1168,1168,17235,2
1169,1169,7073,1
1170,1170,3601,1
1171,1171,12366,2
1172,1172,14150,1
1173,1173,12710,1
1174,1174,17534,2
1175,1175,18336,2
1176,1176,7472,2
1177,1177,2127,2
1178,1178,17621,1
1179,1179,14273,2
1180,1180,11457,1
1181,1181,17662,1
1182,1182,7980,2
1183,1183,5773,1
1184,1184,5606,2
1185,1185,7114,2
1186,1186,7428,2
1187,1187,13880,1
1188,1188,715,2
1189,1189,7489,2
1190,1190,16572,2
1191,1191,4127,2
1192,1192,13601,1
1193,1193,14272,1
1194,1194,2232,2
1195,1195,5213,2
1196,1196,12327,2
1197,1197,11893,1
1198,1198,19203,1
1199,1199,2192,2
1200,1200,2992,2
1201,1201,9562,2
1202,1202,18128,2
1203,1203,14780,2
1204,1204,16142,2
1205,1205,16670,2
1206,1206,11684,1
1207,1207,10757,1
1208,1208,12036,1
1209,1209,1610,2
1210,1210,1531,2
1211,1211,6557,1
1212,1212,11186,1
1213,1213,5262,1
1214,1214,17486,2
1215,1215,15812,2
1216,1216,11604,2
1217,1217,6178,2
1218,1218,9509,2
1219,1219,3071,1
1220,1220,12126,1
1221,1221,12679,1
1222,1222,18771,1
1223,1223,2327,1
1224,1224,8732,2
1225,1225,6802,1
1226,1226,12144,2
1227,1227,9700,2
1228,1228,10307,1
1229,1229,12355,1
1230,1230,18157,1
1231,1231,12363,2
1232,1232,1,1
1233,1233,15245,1
1234,1234,8179,1
1235,1235,15419,1
1236,1236,13716,1
1237,1237,3745,2
1238,1238,1023,2
1239,1239,7732,1
1240,1240,11047,2
1241,1241,4943,2
1242,1242,6720,2
1243,1243,9695,2
1244,1244,17985,1
1245,1245,15096,1
1246,1246,7251,2
1247,1247,15028,1
1248,1248,15853,2
1249,1249,8663,1
1250,1250,17705,2
1251,1251,1133,1
1252,1252,5170,2
1253,1253,316,1
1254,1254,10127,2
1255,1255,17874,2
1256,1256,16892,1
1257,1257,2838,1
1258,1258,11804,2
1259,1259,2309,1
1260,1260,11515,1
1261,1261,6943,1
1262,1262,17626,2
1263,1263,10463,2
1264,1264,15466,2
1265,1265,6999,2
1266,1266,14235,2
1267,1267,4401,2
1268,1268,5223,2
1269,1269,12718,2
1270,1270,9108,2
1271,1271,4288,1
1272,1272,7607,2
1273,1273,10527,2
1274,1274,6681,2
1275,1275,15626,2
1276,1276,2784,1
1277,1277,11136,1
1278,1278,4562,2
1279,1279,6165,2
1280,1280,16498,2
1281,1281,9233,2
1282,1282,16713,1
1283,1283,12198,2
1284,1284,17141,2
1285,1285,16397,2
1286,1286,17241,2
1287,1287,5644,2
1288,1288,7858,2
1289,1289,896,2
1290,1290,17695,2
1291,1291,10407,2
1292,1292,18072,2
1293,1293,17997,1
1294,1294,8008,1
1295,1295,3466,1
1296,1296,11865,2
1297,1297,5042,2
1298,1298,6591,2
1299,1299,12752,1
1300,1300,205,1
1301,1301,6200,2
1302,1302,2967,2
1303,1303,7527,2
1304,1304,12916,1
1305,1305,9515,2
1306,1306,13257,2
1307,1307,2841,1
1308,1308,16389,2
1309,1309,7221,2
1310,1310,14339,1
1311,1311,3276,1
1312,1312,4897,2
1313,1313,14030,2
1314,1314,10043,1
1315,1315,9248,1
1316,1316,16377,1
1317,1317,7264,1
1318,1318,5476,1
1319,1319,12004,2
1320,1320,10706,1
1321,1321,10925,2
1322,1322,6951,1
1323,1323,8808,2
1324,1324,13232,1
1325,1325,2641,2
1326,1326,6177,2
1327,1327,12216,1
1328,1328,14946,1
1329,1329,17196,1
1330,1330,13620,1
1331,1331,2502,2
1332,1332,18850,1
1333,1333,8587,1
1334,1334,2668,2
1335,1335,3453,2
1336,1336,4648,1
1337,1337,11963,2
1338,1338,11785,1
1339,1339,13890,2
1340,1340,15413,2
1341,1341,7205,2
1342,1342,4187,1
1343,1343,6805,2
1344,1344,13367,1
1345,1345,5322,2
1346,1346,15581,1
1347,1347,14942,1
1348,1348,15271,1
1349,1349,13586,1
1350,1350,13353,1
1351,1351,19293,2
1352,1352,6241,2
1353,1353,1023,1
1354,1354,1337,2
1355,1355,15625,1
1356,1356,18345,1
1357,1357,14614,2
1358,1358,10688,1
1359,1359,5256,1
1360,1360,9500,1
1361,1361,322,2
1362,1362,1949,1
1363,1363,11187,2
1364,1364,6746,2
1365,1365,3886,1
1366,1366,8552,2
1367,1367,6381,1
1368,1368,16461,2
1369,1369,2791,1
1370,1370,17724,1
1371,1371,9537,2
1372,1372,16736,1
1373,1373,17520,2
1374,1374,1052,1
1375,1375,8051,2
1376,1376,2935,2
1377,1377,3906,1
1378,1378,14228,2
1379,1379,10752,2
1380,1380,9355,1
1381,1381,7513,2
1382,1382,6061,2
1383,1383,10549,1
1384,1384,8370,1
1385,1385,9339,2
1386,1386,11943,2
1387,1387,1221,2
1388,1388,7198,2
1389,1389,16277,1
1390,1390,5824,2
1391,1391,4420,1
1392,1392,2652,1
1393,1393,4609,1
1394,1394,14132,1
1395,1395,15829,2
1396,1396,15252,1
1397,1397,17705,1
1398,1398,9464,2
1399,1399,17106,2
1400,1400,18568,2
1401,1401,18222,1
1402,1402,11845,1
1403,1403,14009,2
1404,1404,1471,2
1405,1405,6201,2
1406,1406,3557,2
1407,1407,17594,1
1408,1408,6999,2
1409,1409,3123,1
1410,1410,17789,2
1411,1411,4111,1
1412,1412,5169,1
1413,1413,5727,2
1414,1414,16190,1
1415,1415,9782,1
1416,1416,12784,1
1417,1417,3170,2
1418,1418,9478,1
1419,1419,17789,2
1420,1420,2713,1
1421,1421,5614,2
1422,1422,8223,2
1423,1423,7295,1
1424,1424,5818,1
1425,1425,883,1
1426,1426,17326,2
1427,1427,11168,2
1428,1428,12254,2
1429,1429,16502,2
1430,1430,9439,2
1431,1431,6116,1
1432,1432,284,2
1433,1433,16348,1
1434,1434,11176,1
1435,1435,15257,2
1436,1436,13920,1
1437,1437,16100,1
1438,1438,1417,1
1439,1439,6357,2
1440,1440,3415,1
1441,1441,1545,2
1442,1442,18767,2
1443,1443,18376,1
1444,1444,11284,2
1445,1445,5753,1
1446,1446,17113,2
1447,1447,17104,1
1448,1448,100,1
1449,1449,8701,1
1450,1450,7504,1
1451,1451,16946,1
1452,1452,7376,2
1453,1453,9311,1
1454,1454,4820,1
1455,1455,12748,2
1456,1456,990,2
1457,1457,7342,2
